event_id,transaction_id,customer_id,customer_name,customer_email,customer_phone,merchant_category,gateway_provider,payment_method,user_device,event_type,failure_category,created_at,amount,customer_age_days,prev_payment_count,prev_success_count,prev_failure_count,historical_success_rate,days_since_last_success,customer_activity_score,failure_category_encoded,attempt_number,hours_since_failure,invoice_age_days,prev_recovery_actions,prev_recovery_outcomes,recovered
EV_102252,TXN_202602252,CUST_3276,Ira Nair,ira.nair29@outlook.com,+916938323482,E-commerce Retail,Stripe,UPI,Mobile,failed_payment,network_error,2026-06-11 21:55:37,1397.27,307,25,14,11,0.56,10,7.49,2,1,16.1,0,0,0,1
EV_102253,TXN_202602253,CUST_2663,Rohan Bhat,rohan.bhat49@company.in,+916563470451,EdTech,CCAvenue,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-11 20:38:37,12209.81,283,50,17,33,0.34,0,6.74,3,2,10.0,0,2,0,1
EV_102254,TXN_202602254,CUST_3030,Pooja Malhotra,pooja.malhotra9@company.in,+917673218230,E-commerce Retail,Razorpay,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-06-11 17:58:37,15991.22,574,15,9,6,0.6,0,8.23,1,1,71.27,60,2,1,0
EV_102255,TXN_202602255,CUST_1530,Vihaan Rao,vihaan.rao7@gmail.com,+917790037430,E-commerce Retail,Razorpay,UPI,Tablet,failed_payment,insufficient_funds,2026-08-08 21:24:37,537.45,70,31,13,18,0.4194,0,7.48,1,2,23.01,0,3,1,0
EV_102256,TXN_202602256,CUST_2643,Kavya Verma,kavya.verma67@yahoo.com,+916817756094,SaaS,Stripe,Credit Card,Mobile,overdue_invoice,insufficient_funds,2026-06-17 22:51:37,51418.71,1474,38,25,13,0.6579,0,5.24,1,1,238.31,58,0,0,0
EV_102257,TXN_202602257,CUST_3435,Vivaan Chopra,vivaan.chopra97@company.in,+916028890238,SaaS,Stripe,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-07-23 12:03:37,1516.34,299,21,16,5,0.7619,37,5.37,3,1,9.16,0,3,2,0
EV_102258,TXN_202602258,CUST_1151,Saanvi Sharma,saanvi.sharma69@gmail.com,+917953291127,SaaS,Razorpay,UPI,Mobile,failed_payment,bank_downtime,2026-08-22 23:01:37,21294.61,571,25,9,16,0.36,150,8.23,4,1,0.36,0,2,0,1
EV_102259,TXN_202602259,CUST_3330,Aditya Rao,aditya.rao26@company.in,+916931072706,B2B Wholesale,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-07-01 13:16:37,2180.69,1420,10,8,2,0.8,165,5.66,3,1,1.35,0,3,2,1
EV_102260,TXN_202602260,CUST_3031,Diya Mehta,diya.mehta61@outlook.com,+916959209282,SaaS,Razorpay,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-08-18 13:47:37,16637.31,150,45,36,9,0.8,0,8.26,1,1,145.64,35,2,1,1
EV_102261,TXN_202602261,CUST_3150,Pooja Bhat,pooja.bhat7@yahoo.com,+916340399192,B2B Wholesale,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-19 16:38:37,14195.56,1162,37,24,13,0.6486,0,7.34,3,1,31.22,0,3,1,0
EV_102262,TXN_202602262,CUST_3007,Sneha Patel,sneha.patel16@gmail.com,+916808306475,B2B Wholesale,PayU,Credit Card,Tablet,failed_payment,user_timeout,2026-07-14 23:19:37,2287.8,1463,15,8,7,0.5333,0,5.63,3,5,5.74,0,3,0,1
EV_102263,TXN_202602263,CUST_1977,Vihaan Reddy,vihaan.reddy41@company.in,+917900764163,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,insufficient_funds,2026-07-29 02:58:37,8792.73,951,34,16,18,0.4706,6,6.04,1,4,20.32,0,0,0,0
EV_102264,TXN_202602264,CUST_3199,Aadhya Kulkarni,aadhya.kulkarni46@enterprise.in,+917315972666,EdTech,PayU,Credit Card,Desktop,failed_payment,bank_downtime,2026-08-06 23:08:37,2561.73,956,20,18,2,0.9,108,8.59,4,2,4.27,0,3,3,1
EV_102265,TXN_202602265,CUST_2436,Rohan Nair,rohan.nair70@outlook.com,+918018495252,EdTech,Razorpay,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-08-01 23:38:37,57752.05,108,12,7,5,0.5833,0,8.86,1,1,151.9,8,1,1,1
EV_102266,TXN_202602266,CUST_2041,Aarav Joshi,aarav.joshi24@company.in,+919953144588,B2B Wholesale,CCAvenue,UPI,Mobile,failed_payment,user_timeout,2026-06-09 17:29:37,7454.54,1198,8,7,1,0.875,0,6.78,3,3,22.13,0,2,2,1
EV_102267,TXN_202602267,CUST_3328,Kabir Kulkarni,kabir.kulkarni14@gmail.com,+916406196038,B2B Wholesale,CCAvenue,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-21 07:00:37,1985.26,319,47,36,11,0.766,135,9.58,3,1,8.05,0,3,3,1
EV_102268,TXN_202602268,CUST_1871,Ira Mehta,ira.mehta3@gmail.com,+917457218442,E-commerce Retail,Cashfree,Credit Card,Tablet,failed_payment,network_error,2026-06-28 18:03:37,1731.59,950,6,3,3,0.5,12,6.01,2,1,4.13,0,2,2,1
EV_102269,TXN_202602269,CUST_3172,Ira Singh,ira.singh4@enterprise.in,+916939282715,EdTech,CCAvenue,Debit Card,Tablet,failed_payment,bank_downtime,2026-06-20 16:05:37,7992.05,152,42,28,14,0.6667,7,7.16,4,1,1.27,0,2,2,1
EV_102270,TXN_202602270,CUST_2357,Pooja Verma,pooja.verma24@yahoo.com,+918110058795,EdTech,Stripe,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-23 23:48:37,24896.13,912,26,14,12,0.5385,82,7.74,1,1,75.7,18,3,1,0
EV_102271,TXN_202602271,CUST_3248,Aarav Nair,aarav.nair94@outlook.com,+916727436818,B2B Wholesale,PayU,Credit Card,Desktop,failed_payment,expired_card,2026-07-20 09:05:37,2600.26,477,49,36,13,0.7347,105,3.35,0,1,12.41,0,1,1,1
EV_102272,TXN_202602272,CUST_3420,Ira Bhat,ira.bhat35@company.in,+919566147269,EdTech,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-07-21 11:25:37,3418.91,1209,16,15,1,0.9375,140,5.67,1,1,5.73,0,1,1,1
EV_102273,TXN_202602273,CUST_1522,Aditya Gupta,aditya.gupta56@company.in,+917732561822,EdTech,CCAvenue,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-16 00:34:37,725.65,1288,29,17,12,0.5862,99,4.69,3,2,13.58,0,3,2,1
EV_102274,TXN_202602274,CUST_1033,Saanvi Sharma,saanvi.sharma34@company.in,+917225136114,EdTech,CCAvenue,UPI,Tablet,failed_payment,insufficient_funds,2026-08-15 08:41:37,14152.47,829,30,27,3,0.9,44,4.67,1,2,32.66,0,4,3,1
EV_102275,TXN_202602275,CUST_1227,Aditya Kumar,aditya.kumar94@gmail.com,+919313573165,SaaS,PayU,Credit Card,Desktop,failed_payment,insufficient_funds,2026-07-13 11:02:37,2098.37,523,39,17,22,0.4359,35,6.14,1,1,5.34,0,2,1,0
EV_102276,TXN_202602276,CUST_1323,Rohan Reddy,rohan.reddy78@enterprise.in,+916169855455,B2B Wholesale,PayU,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-30 11:06:37,10575.95,1409,6,4,2,0.6667,151,8.2,3,1,8.74,0,1,1,1
EV_102277,TXN_202602277,CUST_2236,Aditya Sharma,aditya.sharma48@company.in,+917273950560,SaaS,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-05 19:03:37,13671.26,311,16,9,7,0.5625,0,2.69,3,1,35.78,0,1,1,0
EV_102278,TXN_202602278,CUST_2440,Meera Patel,meera.patel34@outlook.com,+919567181201,E-commerce Retail,CCAvenue,NetBanking,Mobile,failed_payment,bank_downtime,2026-06-04 02:33:37,1612.27,1401,6,3,3,0.5,112,7.74,4,1,11.4,0,1,0,0
EV_102279,TXN_202602279,CUST_1141,Ira Gupta,ira.gupta57@yahoo.com,+918523601252,EdTech,Stripe,Debit Card,Tablet,failed_payment,user_timeout,2026-07-28 03:02:37,592.67,181,23,15,8,0.6522,0,8.83,3,1,5.97,0,4,1,1
EV_102280,TXN_202602280,CUST_2710,Rohan Joshi,rohan.joshi16@yahoo.com,+918002538288,EdTech,CCAvenue,UPI,Desktop,checkout_abandonment,user_timeout,2026-07-06 13:56:37,7856.61,748,39,35,4,0.8974,0,5.97,3,1,0.38,0,0,0,1
EV_102281,TXN_202602281,CUST_2886,Vivaan Reddy,vivaan.reddy15@company.in,+917829271988,E-commerce Retail,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-05 22:12:37,16465.21,553,39,21,18,0.5385,178,8.29,1,1,115.07,3,1,0,0
EV_102282,TXN_202602282,CUST_1933,Diya Singh,diya.singh72@gmail.com,+916926403640,SaaS,PayU,UPI,Mobile,failed_payment,insufficient_funds,2026-05-31 23:08:37,7350.37,942,49,16,33,0.3265,109,6.93,1,2,25.69,0,3,2,0
EV_102283,TXN_202602283,CUST_2993,Riya Reddy,riya.reddy6@yahoo.com,+919221215232,B2B Wholesale,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-07-22 17:54:37,2916.96,721,51,40,11,0.7843,0,4.47,1,1,9.14,0,3,2,1
EV_102284,TXN_202602284,CUST_1005,Pooja Singh,pooja.singh94@company.in,+918303082117,E-commerce Retail,CCAvenue,Credit Card,Mobile,failed_payment,network_error,2026-07-25 12:21:37,4218.87,118,11,8,3,0.7273,0,9.42,2,3,1.37,0,4,4,1
EV_102285,TXN_202602285,CUST_1465,Ananya Gupta,ananya.gupta94@company.in,+919400937735,EdTech,Cashfree,Credit Card,Tablet,failed_payment,bank_downtime,2026-08-26 22:26:37,1811.44,352,44,28,16,0.6364,0,6.24,4,1,1.2,0,3,3,1
EV_102286,TXN_202602286,CUST_1860,Saanvi Gupta,saanvi.gupta63@gmail.com,+916617928099,SaaS,CCAvenue,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-29 02:49:37,989.48,1351,36,31,5,0.8611,56,6.8,3,1,1.06,0,3,3,1
EV_102287,TXN_202602287,CUST_1153,Pooja Malhotra,pooja.malhotra42@enterprise.in,+916950764876,EdTech,PayU,UPI,Desktop,checkout_abandonment,user_timeout,2026-07-28 01:40:37,2333.22,1179,44,42,2,0.9545,0,9.27,3,1,0.78,0,1,1,1
EV_102288,TXN_202602288,CUST_2687,Aarav Malhotra,aarav.malhotra36@yahoo.com,+919525113411,SaaS,Cashfree,UPI,Desktop,failed_payment,insufficient_funds,2026-06-29 23:18:37,16429.0,424,31,28,3,0.9032,0,3.83,1,3,0.31,0,2,2,1
EV_102289,TXN_202602289,CUST_2162,Reyansh Verma,reyansh.verma2@enterprise.in,+919063597598,B2B Wholesale,Cashfree,NetBanking,Mobile,checkout_abandonment,user_timeout,2026-08-14 03:17:37,25000.0,240,7,5,2,0.7143,0,9.24,3,1,6.24,0,2,2,1
EV_102290,TXN_202602290,CUST_2026,Reyansh Reddy,reyansh.reddy53@outlook.com,+916123579604,B2B Wholesale,CCAvenue,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-07-29 22:38:37,8007.82,399,21,15,6,0.7143,0,5.59,3,1,17.97,0,2,1,1
EV_102291,TXN_202602291,CUST_2165,Diya Singh,diya.singh70@outlook.com,+916633117102,E-commerce Retail,Stripe,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-07-30 04:45:37,19859.59,1225,34,24,10,0.7059,163,6.22,3,1,19.98,0,2,1,1
EV_102292,TXN_202602292,CUST_2131,Ishaan Kulkarni,ishaan.kulkarni69@company.in,+919914831482,B2B Wholesale,Stripe,NetBanking,Mobile,failed_payment,bank_downtime,2026-08-22 19:39:37,2233.85,532,38,27,11,0.7105,18,8.3,4,3,37.01,0,3,2,1
EV_102293,TXN_202602293,CUST_2061,Ira Sharma,ira.sharma51@gmail.com,+916057142828,B2B Wholesale,Razorpay,NetBanking,Tablet,overdue_invoice,insufficient_funds,2026-06-04 03:46:37,16040.59,41,12,7,5,0.5833,118,9.38,1,1,165.07,54,3,1,0
EV_102294,TXN_202602294,CUST_3337,Pooja Kulkarni,pooja.kulkarni18@gmail.com,+916327499589,E-commerce Retail,Razorpay,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-06-09 09:40:37,25578.99,738,23,21,2,0.913,0,8.17,1,1,40.91,46,0,0,1
EV_102295,TXN_202602295,CUST_2381,Kavya Patel,kavya.patel83@company.in,+916430500889,EdTech,Razorpay,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-08-05 21:59:37,4528.53,961,49,33,16,0.6735,0,8.67,3,1,6.0,0,2,2,1
EV_102296,TXN_202602296,CUST_1698,Reyansh Verma,reyansh.verma82@company.in,+917393774816,EdTech,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-06-05 16:08:37,7278.35,513,2,2,0,1.0,71,6.47,1,1,28.04,0,1,1,1
EV_102297,TXN_202602297,CUST_1170,Vihaan Mehta,vihaan.mehta84@enterprise.in,+919095983853,SaaS,Stripe,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-07-17 16:06:37,10000.0,1370,15,9,6,0.6,116,6.92,1,1,239.13,11,3,2,0
EV_102298,TXN_202602298,CUST_2375,Ishaan Singh,ishaan.singh69@enterprise.in,+916457168048,SaaS,Razorpay,UPI,Mobile,failed_payment,user_timeout,2026-07-05 05:26:37,2005.9,62,48,27,21,0.5625,168,4.82,3,1,13.08,0,3,3,0
EV_102299,TXN_202602299,CUST_1050,Ira Malhotra,ira.malhotra80@outlook.com,+919976125337,EdTech,CCAvenue,NetBanking,Desktop,failed_payment,insufficient_funds,2026-08-22 08:58:37,12081.87,862,17,14,3,0.8235,46,4.44,1,2,18.06,0,1,1,0
EV_102300,TXN_202602300,CUST_2765,Diya Singh,diya.singh97@yahoo.com,+917939174219,SaaS,CCAvenue,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-08 13:01:37,73166.82,627,45,32,13,0.7111,8,6.28,1,1,58.21,79,3,2,1
EV_102301,TXN_202602301,CUST_2939,Reyansh Singh,reyansh.singh18@company.in,+919279304662,EdTech,CCAvenue,Debit Card,Mobile,failed_payment,bank_downtime,2026-08-11 15:08:37,1487.85,686,15,8,7,0.5333,0,7.61,4,1,0.58,0,3,2,1
EV_102302,TXN_202602302,CUST_1730,Saanvi Sharma,saanvi.sharma68@gmail.com,+917371454094,EdTech,Razorpay,Debit Card,Tablet,failed_payment,insufficient_funds,2026-06-08 21:11:37,2929.24,654,36,14,22,0.3889,84,6.7,1,2,1.99,0,1,0,1
EV_102303,TXN_202602303,CUST_1655,Reyansh Mehta,reyansh.mehta80@yahoo.com,+916669995863,SaaS,CCAvenue,UPI,Mobile,checkout_abandonment,user_timeout,2026-05-31 03:54:37,5540.6,541,9,4,5,0.4444,0,4.96,3,1,0.74,0,0,0,1
EV_102304,TXN_202602304,CUST_1886,Reyansh Singh,reyansh.singh25@gmail.com,+919421426659,SaaS,Stripe,Credit Card,Tablet,failed_payment,insufficient_funds,2026-06-25 10:29:37,26587.66,138,13,12,1,0.9231,0,5.43,1,2,16.71,0,3,3,1
EV_102305,TXN_202602305,CUST_2688,Pooja Kulkarni,pooja.kulkarni33@enterprise.in,+918323650302,SaaS,Cashfree,Credit Card,Mobile,overdue_invoice,insufficient_funds,2026-08-13 06:00:37,32088.05,855,43,31,12,0.7209,20,8.28,1,1,199.25,21,1,1,1
EV_102306,TXN_202602306,CUST_1442,Vihaan Gupta,vihaan.gupta60@yahoo.com,+917745958114,B2B Wholesale,PayU,UPI,Mobile,failed_payment,insufficient_funds,2026-07-15 14:32:37,2284.6,950,9,7,2,0.7778,54,9.16,1,2,24.2,0,2,1,1
EV_102307,TXN_202602307,CUST_2258,Ira Rao,ira.rao76@yahoo.com,+919152220114,B2B Wholesale,CCAvenue,Credit Card,Tablet,failed_payment,bank_downtime,2026-07-06 05:52:37,17745.02,813,28,23,5,0.8214,28,7.35,4,2,3.53,0,0,0,1
EV_102308,TXN_202602308,CUST_2217,Aarav Singh,aarav.singh91@outlook.com,+917404928296,E-commerce Retail,CCAvenue,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-10 21:12:37,12836.65,264,45,29,16,0.6444,132,4.52,1,1,207.65,77,3,2,1
EV_102309,TXN_202602309,CUST_2579,Rohan Bhat,rohan.bhat14@gmail.com,+918132866657,B2B Wholesale,PayU,NetBanking,Tablet,failed_payment,network_error,2026-06-27 22:54:37,50000.0,115,36,32,4,0.8889,0,7.22,2,4,5.43,0,2,2,1
EV_102310,TXN_202602310,CUST_3362,Aarav Rao,aarav.rao23@outlook.com,+917329299926,E-commerce Retail,PayU,Debit Card,Mobile,failed_payment,insufficient_funds,2026-07-20 11:45:37,7642.18,935,37,26,11,0.7027,134,8.26,1,2,0.13,0,1,0,1
EV_102311,TXN_202602311,CUST_1389,Aadhya Joshi,aadhya.joshi15@enterprise.in,+916490513828,E-commerce Retail,Cashfree,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-19 08:36:37,43685.32,1076,20,12,8,0.6,145,4.81,1,1,114.04,18,3,1,1
EV_102312,TXN_202602312,CUST_2649,Aadhya Nair,aadhya.nair51@enterprise.in,+917533852538,EdTech,Cashfree,UPI,Desktop,failed_payment,insufficient_funds,2026-08-03 15:29:37,50000.0,1320,36,23,13,0.6389,76,5.8,1,1,17.27,0,3,2,0
EV_102313,TXN_202602313,CUST_1604,Diya Kulkarni,diya.kulkarni63@enterprise.in,+916467432617,SaaS,Stripe,NetBanking,Mobile,failed_payment,insufficient_funds,2026-06-06 23:23:37,42044.54,655,15,11,4,0.7333,79,6.5,1,1,12.05,0,1,0,1
EV_102314,TXN_202602314,CUST_1647,Ishaan Reddy,ishaan.reddy14@enterprise.in,+916310895379,E-commerce Retail,Cashfree,UPI,Desktop,failed_payment,network_error,2026-08-07 11:54:37,2535.82,1066,35,27,8,0.7714,0,8.29,2,3,3.43,0,3,2,1
EV_102315,TXN_202602315,CUST_1650,Riya Malhotra,riya.malhotra4@company.in,+916499368558,EdTech,CCAvenue,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-08-12 14:10:37,8530.51,1231,19,13,6,0.6842,0,7.85,3,1,1.95,0,0,0,1
EV_102316,TXN_202602316,CUST_2576,Reyansh Kumar,reyansh.kumar18@outlook.com,+918349722251,E-commerce Retail,PayU,Credit Card,Mobile,failed_payment,insufficient_funds,2026-07-28 20:52:37,6877.65,151,49,39,10,0.7959,0,7.79,1,2,0.72,0,3,2,1
EV_102317,TXN_202602317,CUST_3416,Diya Kulkarni,diya.kulkarni49@enterprise.in,+917425400560,B2B Wholesale,Stripe,UPI,Tablet,failed_payment,insufficient_funds,2026-06-04 06:08:37,2768.43,829,46,32,14,0.6957,0,5.74,1,1,17.45,0,4,3,0
EV_102318,TXN_202602318,CUST_3044,Ananya Verma,ananya.verma44@gmail.com,+918115081131,B2B Wholesale,Cashfree,UPI,Mobile,failed_payment,network_error,2026-06-15 18:51:37,1537.0,875,27,26,1,0.963,135,9.33,2,2,22.56,0,0,0,1
EV_102319,TXN_202602319,CUST_1212,Kavya Kumar,kavya.kumar93@outlook.com,+917907818922,E-commerce Retail,Cashfree,Credit Card,Mobile,failed_payment,user_timeout,2026-07-03 06:03:37,1886.88,1415,43,26,17,0.6047,129,5.73,3,4,6.38,0,2,1,0
EV_102320,TXN_202602320,CUST_3450,Reyansh Mehta,reyansh.mehta17@outlook.com,+918605238011,B2B Wholesale,Cashfree,Debit Card,Desktop,failed_payment,insufficient_funds,2026-06-12 01:29:37,12895.3,158,12,6,6,0.5,166,2.32,1,3,36.85,0,0,0,0
EV_102321,TXN_202602321,CUST_2770,Kavya Malhotra,kavya.malhotra36@yahoo.com,+919309270911,SaaS,PayU,Credit Card,Mobile,failed_payment,expired_card,2026-07-17 22:48:37,6008.65,1257,28,19,9,0.6786,0,5.79,0,3,5.06,0,1,0,1
EV_102322,TXN_202602322,CUST_1849,Ananya Joshi,ananya.joshi6@gmail.com,+919941543618,EdTech,Stripe,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-07-22 10:01:37,25000.0,1428,38,31,7,0.8158,0,2.63,3,1,28.14,0,4,3,1
EV_102323,TXN_202602323,CUST_1758,Sneha Chopra,sneha.chopra77@outlook.com,+916991761103,EdTech,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-06-14 22:43:37,12233.37,502,45,34,11,0.7556,92,7.76,1,1,53.59,71,0,0,0
EV_102324,TXN_202602324,CUST_3361,Aarav Joshi,aarav.joshi20@company.in,+918749807613,EdTech,Stripe,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-26 13:42:37,27995.34,998,9,7,2,0.7778,107,7.01,1,1,183.78,86,3,2,1
EV_102325,TXN_202602325,CUST_2881,Kavya Reddy,kavya.reddy25@outlook.com,+919583415896,B2B Wholesale,CCAvenue,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-24 11:57:37,44721.62,1241,25,22,3,0.88,0,9.64,1,1,206.48,6,1,1,1
EV_102326,TXN_202602326,CUST_1951,Riya Malhotra,riya.malhotra15@outlook.com,+919966014688,SaaS,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-22 05:24:37,25000.0,186,4,2,2,0.5,92,6.27,3,1,0.1,0,3,3,0
EV_102327,TXN_202602327,CUST_1330,Kabir Reddy,kabir.reddy32@company.in,+918364991672,B2B Wholesale,CCAvenue,UPI,Tablet,failed_payment,bank_downtime,2026-06-16 22:34:37,1508.93,1196,45,33,12,0.7333,0,8.25,4,1,21.17,0,3,3,1
EV_102328,TXN_202602328,CUST_2279,Kabir Bhat,kabir.bhat86@company.in,+919854779900,B2B Wholesale,Razorpay,UPI,Desktop,failed_payment,bank_downtime,2026-08-16 08:01:37,3090.26,557,44,30,14,0.6818,171,6.88,4,1,4.18,0,0,0,1
EV_102329,TXN_202602329,CUST_1013,Rohan Gupta,rohan.gupta96@enterprise.in,+918314889832,B2B Wholesale,Stripe,UPI,Desktop,failed_payment,user_timeout,2026-08-22 04:10:37,33964.77,535,19,11,8,0.5789,153,3.41,3,2,8.76,0,4,1,0
EV_102330,TXN_202602330,CUST_3319,Meera Reddy,meera.reddy14@yahoo.com,+919342750891,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,network_error,2026-06-17 13:06:37,2293.86,468,19,19,0,1.0,0,9.26,2,4,32.45,0,1,1,1
EV_102331,TXN_202602331,CUST_2868,Sneha Reddy,sneha.reddy28@company.in,+918668517131,B2B Wholesale,CCAvenue,Debit Card,Desktop,failed_payment,insufficient_funds,2026-08-08 12:12:37,3207.89,955,19,12,7,0.6316,0,8.62,1,1,6.8,0,4,2,1
EV_102332,TXN_202602332,CUST_3239,Kunal Bhat,kunal.bhat53@gmail.com,+916112303852,E-commerce Retail,PayU,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-19 19:48:37,9601.77,644,21,18,3,0.8571,0,6.74,3,1,9.03,0,3,3,1
EV_102333,TXN_202602333,CUST_2470,Aarav Malhotra,aarav.malhotra85@enterprise.in,+918711040924,SaaS,Cashfree,NetBanking,Mobile,checkout_abandonment,user_timeout,2026-06-30 04:22:37,1007.55,395,42,17,25,0.4048,41,8.51,3,1,7.23,0,1,0,0
EV_102334,TXN_202602334,CUST_1773,Arjun Gupta,arjun.gupta23@gmail.com,+917802089646,E-commerce Retail,PayU,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-08 07:15:37,9920.81,326,23,19,4,0.8261,0,6.87,3,1,4.62,0,2,2,1
EV_102335,TXN_202602335,CUST_1852,Ananya Rao,ananya.rao24@yahoo.com,+918351978047,SaaS,Razorpay,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-06-01 21:34:37,1746.41,1443,3,2,1,0.6667,22,4.66,3,1,4.94,0,0,0,0
EV_102336,TXN_202602336,CUST_2264,Pooja Verma,pooja.verma22@gmail.com,+917258964802,SaaS,Razorpay,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-20 10:03:37,778.01,1333,7,5,2,0.7143,32,2.71,3,2,5.7,0,3,3,1
EV_102337,TXN_202602337,CUST_2456,Kunal Singh,kunal.singh34@yahoo.com,+919601262104,E-commerce Retail,PayU,UPI,Tablet,failed_payment,bank_downtime,2026-06-21 03:28:37,10845.73,1378,31,16,15,0.5161,9,6.98,4,1,1.28,0,3,0,1
EV_102338,TXN_202602338,CUST_1583,Ananya Reddy,ananya.reddy50@yahoo.com,+918320301599,EdTech,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-15 07:08:37,25000.0,262,48,32,16,0.6667,7,3.29,3,2,1.66,0,2,2,0
EV_102339,TXN_202602339,CUST_2909,Kabir Nair,kabir.nair28@outlook.com,+916053336429,E-commerce Retail,Cashfree,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-12 06:38:37,1180.76,1356,22,16,6,0.7273,0,5.38,3,1,0.14,0,1,1,1
EV_102340,TXN_202602340,CUST_2807,Sneha Sharma,sneha.sharma56@gmail.com,+919092296768,E-commerce Retail,CCAvenue,Credit Card,Tablet,failed_payment,network_error,2026-06-20 11:32:37,885.97,1221,31,26,5,0.8387,0,7.33,2,2,0.92,0,1,1,0
EV_102341,TXN_202602341,CUST_2258,Ira Rao,ira.rao76@yahoo.com,+919152220114,B2B Wholesale,PayU,Credit Card,Mobile,overdue_invoice,insufficient_funds,2026-06-05 23:12:37,10592.47,813,29,24,5,0.8276,0,7.35,1,1,88.11,16,0,0,0
EV_102342,TXN_202602342,CUST_2299,Saanvi Patel,saanvi.patel16@outlook.com,+917703576439,B2B Wholesale,Cashfree,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-06-05 22:36:37,17587.73,99,33,30,3,0.9091,177,7.49,3,1,16.09,0,2,2,1
EV_102343,TXN_202602343,CUST_3483,Pooja Bhat,pooja.bhat5@yahoo.com,+918456222412,EdTech,Cashfree,NetBanking,Mobile,failed_payment,user_timeout,2026-07-15 09:41:37,13059.79,468,15,12,3,0.8,0,7.26,3,5,8.56,0,3,3,1
EV_102344,TXN_202602344,CUST_1986,Kavya Chopra,kavya.chopra54@yahoo.com,+916087627095,E-commerce Retail,Stripe,Debit Card,Tablet,failed_payment,insufficient_funds,2026-07-22 11:11:37,50000.0,1084,47,39,8,0.8298,0,5.59,1,3,7.84,0,4,4,0
EV_102345,TXN_202602345,CUST_1107,Vihaan Kulkarni,vihaan.kulkarni81@outlook.com,+917136646449,E-commerce Retail,Cashfree,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-06-21 16:48:37,45308.11,455,45,19,26,0.4222,45,5.03,1,1,93.05,3,0,0,1
EV_102346,TXN_202602346,CUST_2219,Rohan Mehta,rohan.mehta22@gmail.com,+918606996024,SaaS,Razorpay,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-06-11 06:44:37,27085.52,360,9,6,3,0.6667,0,4.97,1,1,58.16,6,1,1,1
EV_102347,TXN_202602347,CUST_1626,Pooja Verma,pooja.verma61@enterprise.in,+918576180666,SaaS,Razorpay,UPI,Tablet,failed_payment,insufficient_funds,2026-07-10 07:04:37,50000.0,393,4,3,1,0.75,24,8.85,1,2,1.53,0,0,0,1
EV_102348,TXN_202602348,CUST_3120,Rohan Malhotra,rohan.malhotra37@enterprise.in,+918205542649,SaaS,Stripe,Credit Card,Mobile,failed_payment,insufficient_funds,2026-07-18 01:13:37,1619.06,585,16,8,8,0.5,83,6.86,1,2,27.92,0,2,2,1
